2021-02-19_15:57:37,234,1,આમલગુંડી,3513,3591,7104,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,2,ભીમપુરા,4128,4129,8257,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,3,બોરદા,3643,3701,7344,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,4,ચીમેર,2956,2953,5909,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,5,ચીમકુવા,2862,3040,5902,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,6,ધજાંબા,2611,2788,5399,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,7,ધમોડી,3216,3406,6622,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,8,ડોસવાડા,3137,3268,6405,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,9,ગોપાલપુરા,2865,3032,5897,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,10,ગુણસદા,4355,4499,8854,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,11,હીરાવાડી,3226,3358,6584,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,12,ખાંજર,2921,3091,6012,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,13,ખેરવાડા,2382,2250,4632,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,14,કીકાકુઈ,3117,3231,6348,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,15,લીંબી,4379,4427,8806,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,16,મલંગદેવ,3545,3471,7016,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,17,મોંઘવાણ,3048,3106,6154,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,18,પીપળકુવા,2644,2868,5512,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,19,સીસોર,2924,2943,5867,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,20,ટાપરવાડા,2907,3007,5914,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,21,ટોકરવા,3185,3436,6621,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,22,ઉખલદા,3116,3199,6315,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,23,વાડીભેંસરોટ,3243,3375,6618,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,234,24,વાઝરડા,2996,3185,6181,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-19_15:57:37,205,1,૧-ભીલજાંબોલી,1928,2029,3957,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,2,૨-બોરદા,1431,1551,2982,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,3,૩-હરદુલીદિગર,2194,2228,4422,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,4,૪-ખોડદા,1441,1516,2957,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,5,૫-કોઠલીબુદ્રક,1571,1634,3205,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,6,૬-લક્ષ્મીખેડા,1457,1440,2897,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,7,૭-નિઝર-૧,1792,1745,3537,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,8,૮-નિઝર-૨,1258,1365,2623,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,9,૯-રાયગઢ-૧,1676,1653,3329,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,10,૧૦-રાયગઢ-૨,1514,1479,2993,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,11,૧૧-સરવાળા,1911,1955,3866,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,12,૧૨-શાલે-૧,2415,2453,4868,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,13,૧૩-શાલે-૨,2855,2802,5657,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,14,૧૪-વેલદા-૧,1484,1563,3047,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
2021-02-19_15:57:37,205,15,૧૫-વેલદા-૨,1392,1449,2841,NoData,NoData,NoData,0.00,0.00,0.00,Taluka Panchayat,Nizar
