2021-03-02_15:09:59,208,4,૪-બુહારી,1,SC Female,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,208,5,૫-દેગામા,1,ST,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,208,6,૬-ગોલણ,1,ST,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,208,7,૭-કલમકુઇ,1,ST,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,208,8,૮-કમાલછોડ,1,ST Female,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,208,9,૯-મોરદેવી,1,ST,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,208,10,૧૦-રાનવેરી,1,ST Female,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,208,11,૧૧-શીકેર,1,General Female,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,208,12,૧૨-સ્યાદલા,1,General,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,208,13,૧૩-વાલોડ-૧,1,ST Female,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,208,14,૧૪-વાલોડ-૨,1,ST Female,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,208,15,૧૫-વાલોડ-૩,1,ST Female,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,208,16,૧૬-વેડછી,1,ST,0,0,0,0,Taluka Panchayat,Valod
2021-03-02_15:09:59,209,1,૧-અંતાપુર,1,ST Female,દિપીકાબેન અશ્વિનભાઇ ચૌધરી,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,1650,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,2,૨-બામણામાળદુર,1,ST Female,રંજનબેન નિલેશભાઇ ચૌધરી,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,1941,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,3,૩-બેડારાયપુરા,1,SC,અશોકભાઇ છીબાભાઇ બારોટ,ભારતીય જનતા પાર્ટી,1942,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,4,૪-બેડચીત,1,ST Female,નયનાબેન સુરેશભાઇ ગામીત,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,1974,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,5,૫-ચુનાવાડી,1,ST,જયદિપભાઇ જયરામભાઇ ગાવિત,ભારતીય જનતા પાર્ટી,2039,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,6,૬-ડોલવણ,1,ST Female,કુમુદબેન રસિકભાઇ ચૌધરી,ભારતીય જનતા પાર્ટી,2135,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,7,૭-ગડત,1,ST Female,સુનિતાબેન જયંતિભાઇ ગામીત,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,1801,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,8,૮-કાકડવા,1,ST,અલ્પેશભાઇ ગુલાબભાઇ ચૌધરી,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,1592,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,9,૯-કલકવા,1,ST Female,ભાવનાબેન કિરણભાઇ પટેલ,ભારતીય જનતા પાર્ટી,1635,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,10,૧૦-કરંજખેડ,1,ST,બચુભાઇ દિવાળીઆભાઇ કોંકણી,ભારતીય જનતા પાર્ટી,1940,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,11,૧૧-પાટી,1,ST Female,સુનંદાબેન નિલેશભાઇ ગામીત,ભારતીય જનતા પાર્ટી,1863,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,12,૧૨-પીપલવાડા,1,ST,સીતારામભાઇ સોમલ્યાભાઇ કોકણી,ભારતીય જનતા પાર્ટી,2276,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,13,૧૩-પીઠાદરા,1,ST Female,અમિતાબેન કૌશિકભાઇ માળવી,ભારતીય જનતા પાર્ટી,1709,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,14,૧૪-તાકીઆંબા,1,ST,બસ્તરભાઇ શુકરભાઈ કોંંકણી,ભારતીય જનતા પાર્ટી,2038,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,15,૧૫-ઉમરવાવદુર,1,ST,સુંદરભાઇ કાનસીંગભાઇ ચૌધરી,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,1665,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,209,16,૧૬-ઉમરવાવનજીક,1,ST,મુકેશભાઇ મોહનભાઇ ચૌધરી,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,1692,ચુંટાયેલ,Taluka Panchayat,Dolvan
2021-03-02_15:09:59,210,1,૧-બહુરૂપા,1,ST Female,લક્ષ્મીબેન સુરેશભાઇ વળવી,ભારતીય જનતા પાર્ટી,1407,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,2,૨-બાલદા,1,SC,યોગેશભાઈ નાનાભાઈ વાઘ,ભારતીય જનતા પાર્ટી,957,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,3,૩-બાલંબા,1,ST Female,લતાબેન વિલાસભાઈ વળવી,ભારતીય જનતા પાર્ટી,1021,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,4,૪-ચોખીઆમલી,1,ST Female,ઉમાબેન માધવભાઈ પાડવી,ભારતીય જનતા પાર્ટી,1327,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,5,૫-ડાબરીઆંબા(ગંગથા),1,ST,મનોહરસિંગ પ્રતાપસિંગ વસાવે,ભારતીય રાષ્ટ્રિય કોંગ્રેસ,1303,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,6,૬-ફુલવાડી-૧,1,ST Female,મનીષાબેન પ્રવિણભાઈ પાડવી,ભારતીય જનતા પાર્ટી,1395,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,7,૭-ફુલવાડી-૨,1,ST Female,છાયાબેન રાજેન્દ્રભાઈ વળવી,ભારતીય જનતા પાર્ટી,768,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,8,૮-ફુલવાડી-૩,1,ST,અમરસિંગભાઈ પુંજર્યાભાઈ પાડવી,ભારતીય જનતા પાર્ટી,1172,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
2021-03-02_15:09:59,210,9,૯-ફુલવાડી-૪,1,ST,ગંગારામભાઇ વાસુભાઇ પાડવી,ભારતીય જનતા પાર્ટી,1262,ચુંટાયેલ,Taluka Panchayat,Kukarmunda
