2021-02-23_17:54:16,209,12,૧૨-પીપલવાડા,2465,2589,5054,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Dolvan
2021-02-23_17:54:16,209,13,૧૩-પીઠાદરા,2227,2290,4517,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Dolvan
2021-02-23_17:54:16,209,14,૧૪-તાકીઆંબા,2212,2327,4539,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Dolvan
2021-02-23_17:54:16,209,15,૧૫-ઉમરવાવદુર,2035,2073,4108,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Dolvan
2021-02-23_17:54:16,209,16,૧૬-ઉમરવાવનજીક,2421,2564,4985,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Dolvan
2021-02-23_17:54:16,210,1,૧-બહુરૂપા,1850,1939,3789,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,2,૨-બાલદા,1519,1484,3003,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,3,૩-બાલંબા,1168,1195,2363,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,4,૪-ચોખીઆમલી,1526,1616,3142,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,5,૫-ડાબરીઆંબા(ગંગથા),1572,1613,3185,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,6,૬-ફુલવાડી-૧,1517,1487,3004,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,7,૭-ફુલવાડી-૨,866,883,1749,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,8,૮-ફુલવાડી-૩,1076,1185,2261,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,9,૯-ફુલવાડી-૪,1361,1498,2859,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,10,૧૦-ઇટવાઇ,1380,1515,2895,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,11,૧૧-કેવડામોઇ,1826,1854,3680,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,12,૧૨-મટાવલ,1612,1694,3306,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,13,૧૩-મોરંબા,1694,1805,3499,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,14,૧૪-પીશાવર,977,960,1937,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,15,૧૫-રાજપુર,1681,1812,3493,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,210,16,૧૬-સદગવાણ,1128,1120,2248,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Kukarmunda
2021-02-23_17:54:16,234,1,આમલગુંડી,3513,3591,7104,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,2,ભીમપુરા,4128,4129,8257,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,3,બોરદા,3643,3701,7344,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,4,ચીમેર,2956,2953,5909,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,5,ચીમકુવા,2862,3040,5902,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
2021-02-23_17:54:16,234,6,ધજાંબા,2611,2788,5399,0,0,0,0.00,0.00,0.00,Taluka Panchayat,Songadh
